
Ecm Reference,Branch Name,Case Creation Date,Customer Name,Amount,Currency,Primary Owner,Case Status,Last Action Taken By,Product,Product Type,Event Name,Applicant Id,Expiry Date,Beneficiary Name
DELTA-42009,,11/10/2022 15:17:27,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42014,,11/10/2022 15:17:27,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42017,,11/10/2022 15:17:28,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42018,,11/10/2022 15:17:28,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42019,,11/10/2022 15:17:28,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42021,,11/10/2022 15:17:28,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42023,,11/10/2022 15:17:30,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42024,,11/10/2022 15:17:30,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42027,,11/10/2022 15:17:30,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42029,,11/10/2022 15:17:31,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42038,,11/10/2022 15:17:32,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42040,,11/10/2022 15:17:32,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42044,,11/10/2022 15:17:32,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42045,,11/10/2022 15:17:38,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42047,,11/10/2022 15:17:33,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42048,,11/10/2022 15:17:33,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42056,,11/10/2022 15:17:35,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42059,,11/10/2022 15:17:36,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42061,,11/10/2022 15:17:35,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42065,,11/10/2022 15:17:36,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42067,,11/10/2022 15:17:37,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42069,,11/10/2022 15:17:41,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42070,,11/10/2022 15:17:37,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42072,,11/10/2022 15:17:39,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42073,,11/10/2022 15:17:40,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42074,,11/10/2022 15:17:39,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42081,,11/10/2022 15:17:42,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42086,,11/10/2022 15:17:42,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42088,,11/10/2022 15:17:42,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42090,,11/10/2022 15:17:43,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42097,,11/09/2022 15:17:49,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42101,,11/09/2022 15:17:51,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42103,,11/09/2022 15:17:44,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42105,,11/09/2022 15:17:46,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42111,,11/09/2022 15:17:48,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42112,,11/09/2022 15:17:48,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42115,,11/09/2022 15:17:54,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42116,,11/09/2022 15:17:56,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42117,,11/09/2022 15:17:50,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42126,,11/09/2022 15:17:55,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42127,,11/09/2022 15:17:53,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42130,,11/09/2022 15:17:55,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42131,,11/09/2022 15:17:56,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42133,,11/09/2022 15:17:55,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42136,,11/09/2022 15:17:56,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42137,,11/09/2022 15:17:57,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42139,,11/09/2022 15:17:58,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42140,,11/09/2022 15:18:01,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42141,,11/09/2022 15:17:59,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42143,,11/09/2022 15:17:59,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42149,,11/09/2022 15:18:00,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42155,,11/09/2022 15:18:01,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42157,,11/09/2022 15:18:01,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42171,,11/09/2022 15:18:05,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42172,,11/09/2022 15:18:05,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42180,,11/09/2022 15:18:05,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42186,,11/09/2022 15:18:06,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42187,,11/09/2022 15:18:07,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42189,,11/09/2022 15:18:06,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42191,,11/09/2022 15:18:07,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42194,,11/09/2022 15:18:08,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42198,,11/09/2022 15:18:08,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42200,,11/09/2022 15:18:08,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42202,,11/09/2022 15:18:09,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42203,,11/09/2022 15:18:09,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42204,,11/09/2022 15:18:09,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42208,,11/09/2022 15:18:12,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42214,,11/09/2022 15:18:12,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42219,,11/09/2022 15:18:11,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42223,,11/09/2022 15:18:15,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42227,,11/09/2022 15:18:13,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42228,,11/09/2022 15:18:13,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42229,,11/09/2022 15:18:13,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42230,,11/09/2022 15:18:14,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42232,,11/09/2022 15:18:14,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42233,,11/09/2022 15:18:14,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42234,,11/09/2022 15:18:15,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42236,,11/09/2022 15:18:20,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42237,,11/09/2022 15:18:15,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42243,,11/09/2022 15:18:17,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42245,,11/09/2022 15:18:19,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42248,,11/09/2022 15:18:18,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42252,,11/09/2022 15:18:19,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42254,,11/09/2022 15:18:19,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42259,,11/09/2022 15:18:21,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42265,,11/09/2022 15:18:22,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42266,,11/09/2022 15:18:22,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42267,,11/09/2022 15:18:29,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42268,,11/09/2022 15:18:23,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42269,,11/09/2022 15:18:23,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42274,,11/09/2022 15:18:23,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42276,,11/09/2022 15:18:26,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42277,,11/09/2022 15:18:25,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42279,,11/09/2022 15:18:25,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42286,,11/09/2022 15:18:27,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42287,,11/09/2022 15:18:27,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42288,,11/09/2022 15:18:27,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42289,,11/09/2022 15:18:29,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42294,,11/09/2022 15:18:29,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42297,,11/09/2022 15:18:36,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42300,,11/09/2022 15:18:30,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42303,,11/09/2022 15:18:31,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42312,,11/09/2022 15:18:33,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42317,,11/09/2022 15:18:33,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42320,,11/09/2022 15:18:33,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42321,,11/09/2022 15:18:33,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42323,,11/09/2022 15:18:35,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42325,,11/09/2022 15:18:34,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42328,,11/09/2022 15:18:35,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42331,,11/09/2022 15:18:35,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42332,,11/09/2022 15:18:36,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42333,,11/09/2022 15:18:36,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42337,,11/09/2022 15:18:37,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42338,,11/09/2022 15:18:37,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42339,,11/09/2022 15:18:38,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42341,,11/09/2022 15:18:38,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42352,,11/09/2022 15:18:39,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42354,,11/09/2022 15:18:39,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42356,,11/09/2022 15:18:41,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42358,,11/09/2022 15:18:42,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42359,,11/09/2022 15:18:40,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42360,,11/09/2022 15:18:42,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42364,,11/09/2022 15:18:42,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42365,,11/09/2022 15:18:44,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42370,,11/09/2022 15:18:44,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42372,,11/09/2022 15:18:44,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42373,,11/09/2022 15:18:47,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42376,,11/09/2022 15:18:46,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42380,,11/09/2022 15:18:47,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42381,,11/09/2022 15:18:46,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42383,,11/09/2022 15:18:48,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42389,,11/09/2022 15:18:48,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42392,,11/09/2022 15:18:48,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42396,,11/09/2022 15:18:51,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42398,,11/09/2022 15:18:50,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42399,,11/09/2022 15:18:51,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42400,,11/09/2022 15:18:50,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42402,,11/09/2022 15:18:51,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42403,,11/09/2022 15:18:53,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42404,,11/09/2022 15:18:51,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42405,,11/09/2022 15:18:53,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42407,,11/09/2022 15:18:55,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42413,,11/09/2022 15:18:54,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42415,,11/09/2022 15:18:55,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42416,,11/09/2022 15:18:56,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42423,,11/09/2022 15:18:56,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42425,,11/09/2022 15:18:57,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42430,,11/09/2022 15:18:57,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42432,,11/09/2022 15:18:58,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42436,,11/09/2022 15:19:00,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42443,,11/09/2022 15:18:59,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42444,,11/09/2022 15:19:00,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42458,,11/09/2022 15:19:02,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42465,,11/09/2022 15:19:05,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42466,,11/09/2022 15:19:03,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42471,,11/09/2022 15:19:04,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42473,,11/09/2022 15:19:07,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42476,,11/09/2022 15:19:05,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42480,,11/09/2022 15:19:07,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42483,,11/09/2022 15:19:06,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42488,,11/09/2022 15:19:07,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42490,,11/09/2022 15:19:07,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42494,,11/09/2022 15:19:10,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42495,,11/09/2022 15:19:08,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42499,,11/09/2022 15:19:09,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42508,,11/09/2022 15:19:11,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42510,,11/09/2022 15:19:11,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42518,,11/09/2022 15:19:12,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42521,,11/09/2022 15:19:12,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42523,,11/09/2022 15:19:12,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42524,,11/09/2022 15:19:14,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42527,,11/09/2022 15:19:13,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42532,,11/09/2022 15:19:15,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42537,,11/09/2022 15:19:16,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42539,,11/09/2022 15:19:17,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42540,,11/09/2022 15:19:16,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42541,,11/09/2022 15:19:17,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42543,,11/09/2022 15:19:17,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42550,,11/09/2022 15:19:20,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42551,,11/09/2022 15:19:18,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42553,,11/09/2022 15:19:18,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42555,,11/09/2022 15:19:24,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42557,,11/09/2022 15:19:20,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42560,,11/09/2022 15:19:23,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42562,,11/09/2022 15:19:21,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42567,,11/09/2022 15:19:22,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42570,,11/09/2022 15:19:24,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42573,,11/09/2022 15:19:23,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42578,,11/09/2022 15:19:25,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42580,,11/09/2022 15:19:26,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42582,,11/09/2022 15:19:27,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42591,,11/09/2022 15:19:27,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42592,,11/09/2022 15:19:29,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42594,,11/09/2022 15:19:27,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42595,,11/09/2022 15:19:28,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42599,,11/09/2022 15:19:30,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42600,,11/09/2022 15:19:29,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42605,,11/09/2022 15:19:30,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42607,,11/09/2022 15:19:30,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42609,,11/09/2022 15:19:30,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42611,,11/09/2022 15:19:31,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42616,,11/11/2022 15:19:32,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42619,,11/11/2022 15:19:32,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42623,,11/11/2022 15:19:32,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42624,,11/11/2022 15:19:32,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42625,,11/11/2022 15:19:33,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42627,,11/11/2022 15:19:35,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42629,,11/11/2022 15:19:33,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42630,,11/11/2022 15:19:34,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42631,,11/11/2022 15:19:39,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42635,,11/11/2022 15:19:34,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42636,,11/11/2022 15:19:34,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42641,,11/11/2022 15:19:36,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42648,,11/11/2022 15:19:37,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42650,,11/11/2022 15:19:37,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42651,,11/11/2022 15:19:38,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42654,,11/11/2022 15:19:42,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42661,,11/11/2022 15:19:39,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42664,,11/11/2022 15:19:40,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42666,,11/11/2022 15:19:40,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42676,,11/11/2022 15:19:43,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42677,,11/11/2022 15:19:42,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42683,,11/11/2022 15:19:43,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42685,,11/11/2022 15:19:43,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42686,,11/11/2022 15:19:44,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42688,,11/11/2022 15:19:45,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42689,,11/11/2022 15:19:44,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42691,,11/11/2022 15:19:46,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42692,,11/11/2022 15:19:46,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42693,,11/11/2022 15:19:46,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42695,,11/11/2022 15:19:46,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42697,,11/11/2022 15:19:46,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42698,,11/11/2022 15:19:47,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42699,,11/11/2022 15:19:47,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42702,,11/11/2022 15:19:49,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42705,,11/11/2022 15:19:51,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42710,,11/11/2022 15:19:50,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42711,,11/11/2022 15:19:49,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42712,,11/11/2022 15:19:50,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42713,,11/11/2022 15:19:54,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42720,,11/11/2022 15:19:53,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42722,,11/11/2022 15:19:56,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42725,,11/11/2022 15:19:54,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42727,,11/11/2022 15:19:55,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42730,,11/11/2022 15:19:56,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42735,,11/11/2022 15:19:56,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42741,,11/11/2022 15:19:57,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42742,,11/11/2022 15:19:58,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42743,,11/11/2022 15:19:59,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42747,,11/11/2022 15:19:58,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42749,,11/11/2022 15:19:58,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42757,,11/11/2022 15:20:00,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42759,,11/11/2022 15:20:01,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42763,,11/11/2022 15:20:01,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42776,,11/04/2022 15:20:03,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42778,,11/11/2022 15:20:03,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42784,,11/04/2022 15:20:04,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42787,,11/04/2022 15:20:04,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42788,,11/04/2022 15:20:04,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42789,,11/04/2022 15:20:04,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42790,,11/04/2022 15:20:04,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42791,,11/04/2022 15:20:06,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42797,,11/04/2022 15:20:06,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42803,,11/04/2022 15:20:08,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42806,,11/04/2022 15:20:07,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42816,,11/04/2022 15:20:09,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42821,,11/04/2022 15:20:10,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42825,,11/04/2022 15:20:10,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42829,,11/04/2022 15:20:11,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42832,,11/04/2022 15:20:11,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42835,,11/04/2022 15:20:11,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42838,,11/04/2022 15:20:12,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42839,,11/04/2022 15:20:12,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42846,,11/04/2022 15:20:15,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42848,,11/04/2022 15:20:13,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42852,,11/04/2022 15:20:14,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42854,,11/04/2022 15:20:14,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42855,,11/04/2022 15:20:14,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42859,,11/04/2022 15:20:15,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42863,,11/04/2022 15:20:15,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42865,,11/04/2022 15:20:16,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42866,,11/04/2022 15:20:15,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42868,,11/04/2022 15:20:16,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42873,,11/04/2022 15:20:17,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42878,,11/04/2022 15:20:18,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42881,,11/04/2022 15:20:18,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42883,,11/04/2022 15:20:19,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42885,,11/04/2022 15:20:19,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42889,,11/04/2022 15:20:19,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42890,,11/04/2022 15:20:19,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42895,,11/04/2022 15:20:21,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42896,,11/04/2022 15:20:21,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42897,,11/04/2022 15:20:21,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42900,,11/04/2022 15:20:22,,0,null,,Sanction New,deltaadmin,,,,,,
DELTA-42901,,11/04/2022 15:20:21,,0,null,,Sanction New,deltaadmin,,,,,,
