GroupName,GroupDescription,Grouptype,CapabilityId,CapabilitiyGroupName,CapName,ComponentName
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,a35652ca-0ddc-4ade-bfcd-1e347438ec5f,Control Charts,u Chart,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,fb3a7d22-984f-462b-a759-a95e4dd64267,Control Charts,np Chart,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,c7fbbe6a-4362-4a8c-8a18-2c89b03cd7ed,Control Charts,Individual Measurements Chart,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,da1f3d6b-b20c-40ae-9888-a690378ffcae,Control Charts,c Chart,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,PrintData,Save or Distribute,Print Data and Results,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,SaveProjectServerFiles,Save or Distribute,Save Project to SAS Server,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,SaveProjectLocalComputer,Save or Distribute,Save Project to Local Computer,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,SendToOffice,Save or Distribute,Send SAS content to Microsoft Office,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,SaveToSASFolder,Save or Distribute,Save to SAS Folder,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,CopyPasteServerContent,Save or Distribute,Copy and Paste SAS Server Content,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,AllowPowerPointResult,Options,Allow PowerPoint Result Format,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,197ac995-8634-450c-a8cc-e0e7ce7a3a14,Regression,Logistic Regression,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,3c0d1cb1-78b7-48c2-accf-3a36b6490b20,Regression,Generalized Linear Models,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,0f7c3669-1ad7-414b-8d9d-27c85047b779,Graph,Area Plot,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,61f14b1f-7558-4132-8f73-ab7ff95251e0,Graph,Radar Chart,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,CutAndCopyData,Data,Cut and Copy Table Data,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,a3c8277e-fd1d-44e1-abe9-9db23f29ba69,Data,Create Format from a Data Set,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,8f5b3d8e-9d0d-4833-967d-05fb95474019,Data,Import JMP,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,e5610195-5311-4ac3-b302-da89ce225464,Data,Upload Data Files to Server,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,4d2e1c04-f6da-4ba1-8928-42a6b7e607f7,Data,Split Columns,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,28f8ac65-3860-4183-afc1-6b4171af5a2b,Data,Sort Data,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,bcbfc45d-1c59-468d-9aed-d251d45d3e5f,Time Series,Regression Analysis with Autoregressive Errors,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,d66cb741-0f71-46d4-ad49-8115371f2f37,Time Series,Prepare Time Series Data,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,8bbf1546-bad9-4e7b-b651-7595d5a4a958,Pareto,Pareto Chart,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,ed63e6eb-3bd3-45a4-91f4-639862be396c,Capability,Q-Q Plots,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,fcfb3730-ec89-49bd-98ae-e13e9208cb55,Survival Analysis,Life Tables,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,edc58e88-7d0d-4fb3-9f58-27e888a590fa,Multivariate,Cluster Analysis,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,SendToSystemViewer,Save or Distribute,Send SAS content to System Viewer,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,ExportDataToLocalComputer,Save or Distribute,Export Data to Local Computer,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,SaveSourceLocalComputer,Save or Distribute,Save Files to Local Computer,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,ca4e7d68-4f64-4ec1-ae3a-7ff4c5711e97,Open or Import,Import Data,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,OpenSourceODBC,Open or Import,Open Data from ODBC,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,OpenSourceLocalComputer,Open or Import,Open Files from Local Computer,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,fdc06bb0-3eac-404b-a5af-b53b79415679,Data,Compare Data,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,b244b87c-30f9-41cf-a990-05429d445d14,Tools and Help,Access Catalog and Formats Explorer,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,AllowRTFResult,Options,Allow RTF Result Format,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,AllowPDFResult,Options,Allow PDF Result Format,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,2dfe3e4d-3a20-4fce-8bc0-6d3e623eea8e,ANOVA,Mixed Models,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,95970fbc-2b0d-4c43-8024-8c2b824a942b,Graph,Scatter Plot Matrix,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,12dcbf05-0420-4a13-81e4-9698565b5a2a,Graph,Scatter Plot,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,0d429186-fc81-43e3-b1f7-aba0055ac049,Graph,Bubble Plot,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,c7cc1bc4-593c-4ca1-9739-e6d694c8c1ba,Graph,Contour Plot,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,b09e34e8-c010-4db2-abba-04f5f1eddcf9,Describe,List Data,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,InteractiveDataGrid,Data,Explore Data,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,5abcdefb-27fa-40cb-8f4a-e669f574f2cc,Data,Import SPSS,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,c84628c5-7890-4faf-b9b8-79abf1b6a901,Data,Transpose,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,4cb361c6-1bbb-425e-87a5-7392673aebb9,Data Mining,"Recency, Frequency, and Monetary Analysis",Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,bb8567eb-017c-4021-a02c-4012dd25370a,Time Series,Forecast Studio Create Project,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,b497e329-911a-46fd-8daf-9d8f19cb51c9,Time Series,ARIMA Modeling and Forecasting,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,a86884f6-6d89-40d1-8f39-9fa801b4c7a8,Multivariate,Factor Analysis,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,SaveProgramServerFiles,Save or Distribute,Save Program to SAS Server,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,abd953d7-9920-4b84-8d98-688668f80bf0,Tools and Help,Update Library Metadata,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,f1613afe-aa29-47e7-9920-dc80941af440,Tools and Help,Access System Options Viewer,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,d67af4a1-1628-455d-a411-8cf074318ef5,Tools and Help,Access SAS Macro Variable Viewer,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,CreateModifyScheduledProject,Tools and Help,Create or Modify Schedules,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,ViewCapabilities,Tools and Help,View Capabilities,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,ModifyOptions,Options,Modify All Options,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,3e8b2599-4e09-4023-a484-87d42158cfa5,ANOVA,Linear Models,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,f1924900-881f-4553-9b18-5867e05418eb,Graph,Show ODS Statistical Graph,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,80a6a3dd-79a7-489a-84c9-c37d669a2920,Graph,Bar-Line Chart,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,db2921c2-7f95-435f-a99b-d7e1ca852686,Graph,Box Plot,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,41ffe6c0-4f2f-4e23-986a-5222a8539fd6,Describe,Table Analysis,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,a94ffbd5-293e-4913-8f14-e5d995dbcc9b,Describe,Distribution Analysis,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,660ed464-dab4-48ad-a1d9-452148b2cffe,Data,Copy Files,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,63a6beb6-c531-4214-88f2-c078e8a4d93f,Control Charts,p Chart,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,a0fc5136-093f-422a-b1b1-4cd57ab0c90b,Capability,Histograms,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,2ca35611-dbc3-423a-bd1e-799bd69c41c0,Multivariate,Principal Components,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,TrackProgramHistory,Save or Distribute,Track Program History,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,EditDataSets,Data,Edit Data Sets,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,CreateModifyAppendTables,Data,Append Tables,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,NavigateStoredProcessServerFileSystem,Tools and Help,Browse Stored Process Server File System,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,e22167e2-0ca4-4ab1-a3c5-9a7143c8e3f8,Tools and Help,Assign Project Library,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,AllowParallelExecution,Options,Allow Parallel Execution on the Same Server,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,AllowExcelResult,Options,Allow Excel Result Format,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,ModifyMetadataAuthorization,Options,Modify Metadata Authorization,Enterprise Guide 8
Enterprise Guide: Advanced,Provides all capabilities in SAS Enterprise Guide.,ROLE,ModifyOptionsSecurity,Options,Modify Security Options,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,ModifyProjectServer,Options,Modify SAS Server Reference in Project or Document,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,dd5a4c5f-96b3-4743-a79d-84daaa3e8fc1,Regression,HP Logistic Regression,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,8675c61b-e816-48e0-96d1-667668217d98,ANOVA,Nonparametric One-Way ANOVA,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,d3932e3a-4fee-43df-956c-a605ac9af3e7,Describe,Summary Tables,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,605cf2ff-f80b-4cfd-b97c-d1f380fad71e,Data,Download Data Files to PC,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,94cdfba1-6a97-4318-b54e-7dd4c919de35,Data,Stack Columns,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,87cd57d3-0c3d-44e2-8f52-9c54aedf7599,Survival Analysis,Proportional Hazards,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,a7c5ee16-9920-44d7-8a53-a6b2b6f2e757,Multivariate,Correlations,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,CopyPasteServerContent,Save or Distribute,Copy and Paste SAS Server Content,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,fdc06bb0-3eac-404b-a5af-b53b79415679,Data,Compare Data,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,3c0d1cb1-78b7-48c2-accf-3a36b6490b20,Regression,Generalized Linear Models,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,2dfe3e4d-3a20-4fce-8bc0-6d3e623eea8e,ANOVA,Mixed Models,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,95970fbc-2b0d-4c43-8024-8c2b824a942b,Graph,Scatter Plot Matrix,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,0199db3c-3cd8-4f56-b9fc-3e23047f2a36,Graph,Line Plot,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,addf2362-59e8-4224-84b3-a2f4117853fe,Graph,Donut Chart,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,b09e34e8-c010-4db2-abba-04f5f1eddcf9,Describe,List Data,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,1f65d7ba-d4d1-4afc-aadb-fc1598677eff,Describe,Characterize Data,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,38f10a59-fe55-4316-b3fe-aef6a54c4092,Data,Import Stata,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,c84628c5-7890-4faf-b9b8-79abf1b6a901,Data,Transpose,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,b86a6ad7-1c07-4d18-85d6-e6b53461429e,Time Series,Forecast Studio Open Project,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,SendToSystemViewer,Save or Distribute,Send SAS content to System Viewer,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,SaveToSASFolder,Save or Distribute,Save to SAS Folder,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,CreateModifyDistributeEmailRecipient,Save or Distribute,Send Content to E-mail Recipient,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,b244b87c-30f9-41cf-a990-05429d445d14,Tools and Help,Access Catalog and Formats Explorer,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,d67af4a1-1628-455d-a411-8cf074318ef5,Tools and Help,Access SAS Macro Variable Viewer,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,ViewCapabilities,Tools and Help,View Capabilities,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,AllowExcelResult,Options,Allow Excel Result Format,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,f1924900-881f-4553-9b18-5867e05418eb,Graph,Show ODS Statistical Graph,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,db2921c2-7f95-435f-a99b-d7e1ca852686,Graph,Box Plot,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,0d429186-fc81-43e3-b1f7-aba0055ac049,Graph,Bubble Plot,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,c3e9d551-8070-404e-9dc7-8ef7b4baf629,Describe,List Report Wizard,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,4d2e1c04-f6da-4ba1-8928-42a6b7e607f7,Data,Split Columns,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,fd3738eb-fd1a-4a5b-ac24-515c7584b648,Time Series,Forecast Studio Override Project,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,bcbfc45d-1c59-468d-9aed-d251d45d3e5f,Time Series,Regression Analysis with Autoregressive Errors,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,d66cb741-0f71-46d4-ad49-8115371f2f37,Time Series,Prepare Time Series Data,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,fcfb3730-ec89-49bd-98ae-e13e9208cb55,Survival Analysis,Life Tables,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,edc58e88-7d0d-4fb3-9f58-27e888a590fa,Multivariate,Cluster Analysis,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,53303e6c-6f4d-459b-b6b5-bb30f34bd218,Regression,Nonlinear Regression,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,PrintData,Save or Distribute,Print Data and Results,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,ExportDataToLocalComputer,Save or Distribute,Export Data to Local Computer,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,OpenSourceLocalComputer,Open or Import,Open Files from Local Computer,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,CreateModifyScheduledProject,Tools and Help,Create or Modify Schedules,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,197ac995-8634-450c-a8cc-e0e7ce7a3a14,Regression,Logistic Regression,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,30516520-5559-4cb8-b5cf-4ee8698178af,Regression,HP Linear Regression,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,b3089a95-0e2a-4e0a-8105-4e06ecee5915,Graph,Open ODS Graphics Designer,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,12dcbf05-0420-4a13-81e4-9698565b5a2a,Graph,Scatter Plot,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,1e926edb-b092-4445-8931-92e169d0b287,Graph,Tile Chart,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,c7cc1bc4-593c-4ca1-9739-e6d694c8c1ba,Graph,Contour Plot,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,b02136d3-0380-4177-b4a1-8aa454f6e654,Data,Upload to LASR,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,bacf7ce2-405c-4add-9c4e-236b59de17ff,Data,Rank,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,4b54f20a-81d4-4a6c-b5a6-0d992c969d72,Time Series,Create Time Series Data,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,SaveProgramLocalComputer,Save or Distribute,Save Program to Local Computer,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,SaveProjectLocalComputer,Save or Distribute,Save Project to Local Computer,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,BrowseLASRLibraries,Open or Import,Browse LASR Libraries,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,f1613afe-aa29-47e7-9920-dc80941af440,Tools and Help,Access System Options Viewer,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,ResetLogin,Options,Reset Login,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,ModifyOptionsEmail,Options,Modify E-mail Options,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,34d071eb-7855-41fb-acf2-7c60194514a8,ANOVA,t Test,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,ffd7e52f-3dd3-4961-a533-cbe319f565b8,ANOVA,One-Way ANOVA,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,a94ffbd5-293e-4913-8f14-e5d995dbcc9b,Describe,Distribution Analysis,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,5abcdefb-27fa-40cb-8f4a-e669f574f2cc,Data,Import SPSS,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,8f5b3d8e-9d0d-4833-967d-05fb95474019,Data,Import JMP,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,e5610195-5311-4ac3-b302-da89ce225464,Data,Upload Data Files to Server,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,0771aa89-60ec-4444-a055-466acbc84383,Data,Data Set Attributes,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,bb8567eb-017c-4021-a02c-4012dd25370a,Time Series,Forecast Studio Create Project,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,7692c179-1a38-496a-a312-1005634a7e4c,Time Series,Basic Forecasting,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,CreateModifyQueryJoinCapability,Content,Create or Modify Data Join in Advanced Query,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,CreateModifyAdvanceQuery,Content,Create or Modify Advanced Query,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,CreateModifyAppendTables,Data,Append Tables,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,AccessSASStudioTasks,Tools and Help,Access SAS Studio Tasks,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,AllowParallelExecution,Options,Allow Parallel Execution on the Same Server,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,3e8b2599-4e09-4023-a484-87d42158cfa5,ANOVA,Linear Models,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,ec243de8-3164-4b0a-9824-b7e3452eaf7f,Graph,Map Chart,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,41ffe6c0-4f2f-4e23-986a-5222a8539fd6,Describe,Table Analysis,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,CutAndCopyData,Data,Cut and Copy Table Data,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,a3c8277e-fd1d-44e1-abe9-9db23f29ba69,Data,Create Format from a Data Set,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,28f8ac65-3860-4183-afc1-6b4171af5a2b,Data,Sort Data,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,a86884f6-6d89-40d1-8f39-9fa801b4c7a8,Multivariate,Factor Analysis,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,TrackProgramHistory,Save or Distribute,Track Program History,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,ModifyOutputData,Save or Distribute,Modify Output Data Location in SAS Tasks,Enterprise Guide 8
Enterprise Guide: Analysis,"Provides basic data analysis, reporting, and other capabilities.",ROLE,AccessSASTechnicalSupport,Tools and Help,Access SAS Technical Support,Enterprise Guide 8
